,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,nu_max,hrgradient,fagegradient
0,2,0.9867619304717352,0.28,0.0,2.1,9.976052130822298,9.676338075668305,7.519578530552136,5093.009240346861,3.7665121173881766,2.148270892302633,0.9833986475923572,42.85788131860999,703.6365807285604,0.0010385699997867088,0.00048613216221238265
1,1,1.128017721544052,0.28,0.0,2.1,0.4895030737796148,1.2017126264246412,4.593693862495635,6243.545112987201,4.409156042407582,1.0978035145396392,0.9743049076773319,124.50564643369648,2791.0263685798773,0.00016610495965817582,0.0032476323556290543
2,1,1.1394353318772041,0.28,0.0,2.1,0.3957893670751565,1.166745895526827,4.444658940237908,6273.9689141710705,4.4054451590774075,1.1080693399011443,0.9766723228892992,123.27646455271713,2760.561977764032,0.00017316353449776568,0.0033623201148025375
3,2,1.0765463607143848,0.28,0.0,2.1,5.599657782232868,5.812918716175047,5.081790012319021,6043.554591710796,4.148452146191709,1.4470968959137516,0.8820676575801607,81.34200114015823,1556.429471264162,0.0003565608798576833,0.0025696540381757726
4,2,1.154613340360251,0.28,0.0,2.1,5.302754414868738,8.766332942727539,4.265167654282149,5769.326807882337,3.859673421912144,2.0888481119009,0.9550589668950427,49.087467332358685,819.2838157087143,0.0013176679980718344,0.001162537483575532
5,2,1.0243626298745556,0.28,0.0,2.1,6.391375169839303,5.308329697127475,6.362779967545737,5966.295729443094,4.218668677359391,1.3022691709781795,0.8874969326203668,92.79415812792841,1841.3647011855364,0.00051738970692944,0.004327591044064549
6,2,0.9710624217663372,0.28,0.0,2.1,10.576325764734133,9.664740983919327,8.04685078061587,5087.035023844743,3.776184016262498,2.107545248537753,0.9821191078098407,43.77201209043196,719.9049779286157,0.0010369794903686978,0.00047197343725080554
7,2,1.092651265892134,0.28,0.0,2.1,6.345287665628858,8.256793796496316,4.900528539491477,5855.136961478575,3.9564935220569777,1.8173373038128184,0.9441456903135258,58.738914143133144,1016.3622290580188,0.0015669269716694818,0.0030419722333943078
8,1,1.0424168898828303,0.28,0.0,2.1,4.971430687672687,3.9968549524426007,5.892127134793746,6022.4256166092355,4.27717233293812,1.2285115105804332,0.8769026961594546,101.88513164464723,2097.056515283421,0.0002059487047667219,0.002307458684183028
9,2,0.9555987440125916,0.28,0.0,2.1,8.738644230448859,5.85610334849734,8.624572596212923,5827.359613982445,4.242718223460079,1.2234047159261996,0.8970526726262708,98.46492930718424,1969.2725976480187,0.0004028319686466544,0.0028294746555207473
10,2,0.8709720647636503,0.28,0.0,2.1,15.887291018700886,9.988575009952038,12.636423482829043,4916.855973291586,3.6103317045748176,2.415442323805985,0.9856858967710898,33.4747122353895,499.817531519297,0.0005515787106672172,0.0001799811319032063
11,2,1.1192522509965348,0.28,0.0,2.1,6.170155488015982,9.483703818109904,4.700809588250653,5278.180885994704,3.781612509859232,2.249320287201636,0.9837372713717867,42.787375285051525,715.6388336605071,0.0012541165932588836,0.0005732889372849215
12,1,1.092651265892134,0.28,0.0,2.1,4.773078745773204,4.893816977740743,4.900528539491477,6094.397035799849,4.188163610691799,1.3932025805760568,0.8516768585368896,86.49976017667534,1698.3287549326485,0.0005700805967481747,0.005309344143294925
